Genome Name,Study,Sample Name,Assembler,Genome Size,N50,# Contigs,Completeness,Contamination,Strain Heterogeneity,SGB ID
QinN_2014__LV-1__bin.15,QinN_2014,LV-1,metaSPAdes,2665991,4346,683,53.76175549,1.724137931,0.8820464,1934
QinN_2014__LV-1__bin.16,QinN_2014,LV-1,metaSPAdes,3382054,81694,63,99.51690821,2.173913043,0.0329895,4914
QinN_2014__LV-1__bin.2,QinN_2014,LV-1,metaSPAdes,3374793,83776,62,99.36708861,0.632911392,0.0992727,4749
QinN_2014__LV-1__bin.20,QinN_2014,LV-1,metaSPAdes,1965559,4281,519,69.78902954,1.582278481,0.2992717,4588
QinN_2014__LV-1__bin.7,QinN_2014,LV-1,metaSPAdes,2364523,38824,92,98.31730769,1.201923077,0.2195986,2318
QinN_2014__LV-1__bin.8,QinN_2014,LV-1,metaSPAdes,1485429,3545,446,53.6856029,0.81871345,0.8057557,4584
QinN_2014__LV-10__bin.10,QinN_2014,LV-10,metaSPAdes,1714782,7679,283,78.7227186,2.056040757,0.1122221,8010
QinN_2014__LV-10__bin.11,QinN_2014,LV-10,metaSPAdes,2637834,38552,97,89.17925278,0,0.00647,1531
QinN_2014__LV-10__bin.14,QinN_2014,LV-10,metaSPAdes,2297269,5209,509,69.72302725,4.697986577,0.0284049,4529
QinN_2014__LV-10__bin.17,QinN_2014,LV-10,metaSPAdes,2296442,93307,29,63.74269006,0,0.0164787,4584
QinN_2014__LV-10__bin.19,QinN_2014,LV-10,metaSPAdes,4790634,28604,251,95.28816647,0,0.1136787,4762
QinN_2014__LV-10__bin.2,QinN_2014,LV-10,metaSPAdes,4089453,136263,71,63.15789474,1.754385965,0.0151675,4742
QinN_2014__LV-10__bin.21,QinN_2014,LV-10,metaSPAdes,1752009,126255,18,66.87898089,0,0.00529,4798
QinN_2014__LV-10__bin.3,QinN_2014,LV-10,metaSPAdes,3407582,77191,81,97.30458221,0.943396226,0.0311021,6744
QinN_2014__LV-10__bin.4,QinN_2014,LV-10,metaSPAdes,2735967,218495,20,54.38596491,1.754385965,0.00782,4758
QinN_2014__LV-10__bin.9,QinN_2014,LV-10,metaSPAdes,3971571,119369,57,89.62264151,0,0.00705,4037
QinN_2014__LV-11__bin.11,QinN_2014,LV-11,metaSPAdes,1626935,6087,343,76.37685581,1.342281879,0.7260342,15356
QinN_2014__LV-11__bin.12,QinN_2014,LV-11,metaSPAdes,3090982,30648,170,85.85025677,2.646396396,0.4258219,1636
QinN_2014__LV-11__bin.13,QinN_2014,LV-11,metaSPAdes,2574428,25613,157,93.81040892,0.123915737,0.1065222,1475
QinN_2014__LV-11__bin.14,QinN_2014,LV-11,metaSPAdes,1316936,3443,405,56.61904762,0.650793651,0.6428855,2237
QinN_2014__LV-11__bin.17,QinN_2014,LV-11,metaSPAdes,3277454,42380,114,97.58454106,1.618357488,0.12936,4910
QinN_2014__LV-11__bin.20,QinN_2014,LV-11,metaSPAdes,2056935,70655,47,99.4011976,0.898203593,0.0514275,5767
QinN_2014__LV-11__bin.24,QinN_2014,LV-11,metaSPAdes,5356950,24246,423,87.57257036,3.114116197,0.3401197,1862
QinN_2014__LV-11__bin.29,QinN_2014,LV-11,metaSPAdes,1892682,20606,126,95.01602564,1.442307692,0.1913328,2318
QinN_2014__LV-11__bin.3,QinN_2014,LV-11,metaSPAdes,1727222,42365,69,95.30201342,2.013422819,0.5786351,15256
QinN_2014__LV-11__bin.31,QinN_2014,LV-11,metaSPAdes,2032539,13334,227,50,0,1.3850347,1613
QinN_2014__LV-11__bin.4,QinN_2014,LV-11,metaSPAdes,2092150,75287,49,57.21003135,0,0.346773,1673
QinN_2014__LV-11__bin.8,QinN_2014,LV-11,metaSPAdes,1371857,8083,227,84.8783557,2.034395973,0.0516487,13976
QinN_2014__LV-11__bin.9,QinN_2014,LV-11,metaSPAdes,2349783,14010,219,88.98450081,2.859299517,0.3298139,4921
QinN_2014__LV-12__bin.13,QinN_2014,LV-12,metaSPAdes,1603823,15196,159,72.87801484,1.587301587,0.46954,15318
QinN_2014__LV-12__bin.14,QinN_2014,LV-12,metaSPAdes,1905287,132657,28,99.47643979,0,0.0203608,7082
QinN_2014__LV-12__bin.19,QinN_2014,LV-12,metaSPAdes,5019721,48400,164,98.73511905,0.554138322,0.1158502,10115
QinN_2014__LV-12__bin.20,QinN_2014,LV-12,metaSPAdes,1704107,59166,49,63.3127572,0,0.0301385,1679
QinN_2014__LV-12__bin.24,QinN_2014,LV-12,metaSPAdes,1753020,99524,28,81.79347826,0,0.015272,7088
QinN_2014__LV-12__bin.25,QinN_2014,LV-12,metaSPAdes,2422230,90068,57,66.37426901,0,0.055583,4564
QinN_2014__LV-12__bin.8,QinN_2014,LV-12,metaSPAdes,4946491,11867,672,92.78087567,1.672862454,0.0711981,1855
QinN_2014__LV-13__bin.12,QinN_2014,LV-13,metaSPAdes,1609040,29239,83,54.76337449,0.37037037,0.5347434,1680
QinN_2014__LV-13__bin.14,QinN_2014,LV-13,metaSPAdes,2570414,24013,181,98.87640449,1.123595506,0.0724511,6031
QinN_2014__LV-13__bin.19,QinN_2014,LV-13,metaSPAdes,2570991,81059,44,97.92556437,0.33557047,0.1128624,5082
QinN_2014__LV-13__bin.4,QinN_2014,LV-13,metaSPAdes,3340880,33501,178,64.65517241,0.862068966,0.6874297,1617
QinN_2014__LV-13__bin.5,QinN_2014,LV-13,metaSPAdes,1895553,9213,308,87.26708075,0.776397516,0.1463575,9286
QinN_2014__LV-14__bin.11,QinN_2014,LV-14,metaSPAdes,2113525,268472,18,98.65771812,1.006711409,0.0760129,4285
QinN_2014__LV-14__bin.12,QinN_2014,LV-14,metaSPAdes,2110214,21126,164,95.51687764,0.105485232,0.2117042,9260
QinN_2014__LV-14__bin.14,QinN_2014,LV-14,metaSPAdes,2708541,79582,51,98.55072464,0,0.106764,4933
QinN_2014__LV-14__bin.15,QinN_2014,LV-14,metaSPAdes,3986461,23755,298,96.20253165,4.450158228,0.3098704,5090
QinN_2014__LV-14__bin.16,QinN_2014,LV-14,metaSPAdes,2332511,40296,111,97.13637242,1.796407186,0.1622504,5740
QinN_2014__LV-14__bin.18,QinN_2014,LV-14,metaSPAdes,4219815,177916,36,97.69230769,0,0.1165019,1949
QinN_2014__LV-14__bin.2,QinN_2014,LV-14,metaSPAdes,5863313,213797,52,97.14902142,0.404530744,0.0323942,1861
QinN_2014__LV-14__bin.21,QinN_2014,LV-14,metaSPAdes,1076955,4174,290,52.1736902,0,0.3297799,5825
QinN_2014__LV-14__bin.23,QinN_2014,LV-14,metaSPAdes,2615288,23439,163,97.31543624,1.006711409,0.7736117,15078
QinN_2014__LV-14__bin.26,QinN_2014,LV-14,metaSPAdes,2798502,237293,22,98.38506711,0.33557047,0.0320947,5075
QinN_2014__LV-14__bin.27,QinN_2014,LV-14,metaSPAdes,2325782,10026,313,92.00913242,1.369863014,0.3972151,4262
QinN_2014__LV-14__bin.3,QinN_2014,LV-14,metaSPAdes,2182022,10594,292,91.19897959,2.448979592,0.537725,15286
QinN_2014__LV-14__bin.6,QinN_2014,LV-14,metaSPAdes,2254706,376514,14,51.53846154,0,0.1096393,1934
QinN_2014__LV-14__bin.7,QinN_2014,LV-14,metaSPAdes,2307157,8227,384,81.76733781,1.067724222,0.8846503,5089
QinN_2014__LV-14__bin.8,QinN_2014,LV-14,metaSPAdes,1106892,3229,363,55.91722595,0.755033557,0.9605073,4447
QinN_2014__LV-15__bin.14,QinN_2014,LV-15,metaSPAdes,3409002,137548,55,78.42261905,0.186011905,0.2110712,10068
QinN_2014__LV-15__bin.2,QinN_2014,LV-15,metaSPAdes,4955569,327136,25,96.393613,0.40922619,0.3450102,10115
QinN_2014__LV-15__bin.4,QinN_2014,LV-15,metaSPAdes,3997341,117049,50,70.17259978,0,0.0745629,1867
QinN_2014__LV-15__bin.5,QinN_2014,LV-15,metaSPAdes,3373474,86849,71,99.41520468,0,0.0459441,4584
QinN_2014__LV-15__bin.8,QinN_2014,LV-15,metaSPAdes,5345098,182798,51,98.88475836,3.36637753,0.1244258,1855
QinN_2014__LV-15__bin.9,QinN_2014,LV-15,metaSPAdes,1982260,10714,257,97.24810606,2.642676768,0.555059,9712
QinN_2014__LV-16__bin.11,QinN_2014,LV-16,metaSPAdes,3489981,12629,440,83.33730975,0.846153846,0.2364473,1934
QinN_2014__LV-16__bin.15,QinN_2014,LV-16,metaSPAdes,1639033,54167,81,62.06896552,0,0.3677441,6947
QinN_2014__LV-16__bin.16,QinN_2014,LV-16,metaSPAdes,1204792,5289,256,67.5479798,0.545454545,0.0771112,17300
QinN_2014__LV-16__bin.17,QinN_2014,LV-16,metaSPAdes,1127284,3749,332,54.28363539,3.95803067,1.0505447,8081
QinN_2014__LV-16__bin.20,QinN_2014,LV-16,metaSPAdes,2713618,87365,69,97.46835443,0.949367089,0.1338058,4588
QinN_2014__LV-16__bin.21,QinN_2014,LV-16,metaSPAdes,6237168,55858,210,94.16502052,0.223840345,0.2112294,1872
QinN_2014__LV-16__bin.3,QinN_2014,LV-16,metaSPAdes,3054945,68004,74,96.49122807,1.754385965,0.1151432,4584
QinN_2014__LV-16__bin.4,QinN_2014,LV-16,metaSPAdes,1681472,104008,31,68.06282723,0,0.0829951,7082
QinN_2014__LV-16__bin.8,QinN_2014,LV-16,metaSPAdes,3823878,54111,133,91.22807018,0,0.0971966,1814
QinN_2014__LV-17__bin.1,QinN_2014,LV-17,metaSPAdes,2921226,91662,59,64.13793103,0,0.0350385,1814
QinN_2014__LV-17__bin.2,QinN_2014,LV-17,metaSPAdes,1736247,4416,443,81.25526074,4.341317365,0.0682637,5792
QinN_2014__LV-17__bin.4,QinN_2014,LV-17,metaSPAdes,2685942,2926,949,68.04217012,2.749208861,0.4710494,4588
QinN_2014__LV-17__bin.5,QinN_2014,LV-17,metaSPAdes,3330288,4783,803,79.61946387,1.666666667,0.501619,1934
QinN_2014__LV-17__bin.6,QinN_2014,LV-17,metaSPAdes,4085528,10139,556,69.68113153,0.849514563,0.2852306,1872
QinN_2014__LV-17__bin.7,QinN_2014,LV-17,metaSPAdes,2381613,30516,122,97.75280899,3.370786517,0.0488302,6036
QinN_2014__LV-17__bin.8,QinN_2014,LV-17,metaSPAdes,2114320,3111,714,57.65632681,0.53220549,0.1966425,10068
QinN_2014__LV-18__bin.10,QinN_2014,LV-18,metaSPAdes,1705568,86650,40,74.05063291,0.632911392,0.0312133,6962
QinN_2014__LV-18__bin.2,QinN_2014,LV-18,metaSPAdes,4455441,88023,89,94.10382016,0.689223058,0.0233017,1814
QinN_2014__LV-18__bin.3,QinN_2014,LV-18,metaSPAdes,3662603,27435,208,98.53855721,0.746268657,0.2868692,1903
QinN_2014__LV-18__bin.4,QinN_2014,LV-18,metaSPAdes,2576319,60051,82,94.38202247,1.123595506,0.0367248,6031
QinN_2014__LV-18__bin.7,QinN_2014,LV-18,metaSPAdes,4432315,25164,292,96.8391061,1.141019199,0.2357332,10068
QinN_2014__LV-19__bin.10,QinN_2014,LV-19,metaSPAdes,2336891,7889,394,74.76172177,4.363929147,0.9151955,4937
QinN_2014__LV-19__bin.3,QinN_2014,LV-19,metaSPAdes,2445442,89911,50,99.09815436,0,0.1678958,5075
QinN_2014__LV-19__bin.5,QinN_2014,LV-19,metaSPAdes,2042189,163184,22,65.78947368,3.50877193,0.0960525,5089
QinN_2014__LV-19__bin.6,QinN_2014,LV-19,metaSPAdes,2056367,142814,55,99.88636364,0.454545455,0.1655106,9675
QinN_2014__LV-19__bin.8,QinN_2014,LV-19,metaSPAdes,3787240,74939,88,97.00583736,1.811594203,0.0575256,4950
QinN_2014__LV-19__bin.9,QinN_2014,LV-19,metaSPAdes,2976801,68731,74,100,0,0.1568478,4716
QinN_2014__LV-2__bin.1,QinN_2014,LV-2,metaSPAdes,2295693,24061,141,87.75510204,0.042517007,0.65539,15323
QinN_2014__LV-2__bin.12,QinN_2014,LV-2,metaSPAdes,1652977,3273,538,56.43456376,0.33557047,0.3345722,5077
QinN_2014__LV-2__bin.3,QinN_2014,LV-2,metaSPAdes,5006932,42816,214,97.56018835,0.751879699,0.0404353,1814
QinN_2014__LV-2__bin.5,QinN_2014,LV-2,metaSPAdes,3787389,28304,219,82.93103448,2.586206897,0.1730584,1836
QinN_2014__LV-2__bin.8,QinN_2014,LV-2,metaSPAdes,2929535,16232,277,97.0917226,0.67114094,0.081994,5062
QinN_2014__LV-20__bin.10,QinN_2014,LV-20,metaSPAdes,4241484,26307,278,56.03448276,1.724137931,0.9410654,1877
QinN_2014__LV-20__bin.14,QinN_2014,LV-20,metaSPAdes,1912205,17071,179,97.60479042,0.399201597,0.4838485,6936
QinN_2014__LV-20__bin.15,QinN_2014,LV-20,metaSPAdes,1447003,184608,19,67.5,0.625,0.0127845,9281
QinN_2014__LV-20__bin.16,QinN_2014,LV-20,metaSPAdes,2186707,6045,443,94.38202247,0,0.0577401,6031
QinN_2014__LV-20__bin.18,QinN_2014,LV-20,metaSPAdes,4558198,110926,77,96.36513837,2.478314746,0.1669601,1836
QinN_2014__LV-20__bin.19,QinN_2014,LV-20,metaSPAdes,3149370,26520,194,70.68965517,4.310344828,0.1711097,1814
QinN_2014__LV-20__bin.20,QinN_2014,LV-20,metaSPAdes,4839664,10877,630,93.79767644,2.264089664,0.2454868,10115
QinN_2014__LV-20__bin.7,QinN_2014,LV-20,metaSPAdes,3959669,8600,618,80.0371932,0.448717949,0.5093945,1934
QinN_2014__LV-20__bin.9,QinN_2014,LV-20,metaSPAdes,1135230,139625,11,80.10471204,0,0.0184549,7082
QinN_2014__LV-21__bin.10,QinN_2014,LV-21,metaSPAdes,3377849,71173,95,53.79310345,1.724137931,0.5733955,1836
QinN_2014__LV-21__bin.12,QinN_2014,LV-21,metaSPAdes,1936879,15835,201,86.66769738,4.081632653,0.8996327,15316
QinN_2014__LV-21__bin.14,QinN_2014,LV-21,metaSPAdes,3406733,5919,713,78.27142392,0.985663082,0.1995798,1786
QinN_2014__LV-21__bin.15,QinN_2014,LV-21,metaSPAdes,2314184,10109,322,91.3450783,1.027684564,0.2928539,5082
QinN_2014__LV-21__bin.16,QinN_2014,LV-21,metaSPAdes,1676356,5075,407,81.18288591,2.293064877,1.001472,5065
QinN_2014__LV-21__bin.19,QinN_2014,LV-21,metaSPAdes,2142682,61401,75,99.32885906,0.33557047,0.0822402,4280
QinN_2014__LV-21__bin.23,QinN_2014,LV-21,metaSPAdes,1965243,5501,425,54.46428571,0,1.8192373,15332
QinN_2014__LV-21__bin.24,QinN_2014,LV-21,metaSPAdes,2766368,46530,142,95.07130872,3.355704698,0.833048,5075
QinN_2014__LV-21__bin.25,QinN_2014,LV-21,metaSPAdes,2244761,71036,43,98.55769231,0.961538462,0.0851025,2318
QinN_2014__LV-21__bin.5,QinN_2014,LV-21,metaSPAdes,2859060,81125,66,95.59178744,4.094778008,0.2191951,4925
QinN_2014__LV-21__bin.7,QinN_2014,LV-21,metaSPAdes,1773737,113344,30,77.81040268,1.006711409,0.0945728,4367
QinN_2014__LV-22__bin.1,QinN_2014,LV-22,metaSPAdes,2521190,74274,53,87.13450292,4.093567251,0.1566633,4584
QinN_2014__LV-22__bin.12,QinN_2014,LV-22,metaSPAdes,3691128,17994,308,96.30872483,1.342281879,0.1215398,15132
QinN_2014__LV-22__bin.13,QinN_2014,LV-22,metaSPAdes,1281983,4168,346,57.21003135,0,0.2777403,14986
QinN_2014__LV-22__bin.2,QinN_2014,LV-22,metaSPAdes,2610046,11043,342,92.44966443,0.33557047,0.2341852,5193
QinN_2014__LV-22__bin.7,QinN_2014,LV-22,metaSPAdes,5912044,144138,60,98.75706215,0.564971751,0.0378293,4758
QinN_2014__LV-22__bin.8,QinN_2014,LV-22,metaSPAdes,3597417,67004,72,99.36708861,0,0.0773398,4834
QinN_2014__LV-22__bin.9,QinN_2014,LV-22,metaSPAdes,3103464,301123,27,97.95918367,1.360544218,0.0509804,9228
QinN_2014__LV-23__bin.1,QinN_2014,LV-23,metaSPAdes,1516875,4260,410,61.27847351,0,0.6177329,15316
QinN_2014__LV-23__bin.10,QinN_2014,LV-23,metaSPAdes,2732899,61749,76,86.07594937,0.126582278,0.1088353,4714
QinN_2014__LV-23__bin.11,QinN_2014,LV-23,metaSPAdes,2984378,4927,695,83.12479635,3.584229391,0.3939193,1790
QinN_2014__LV-23__bin.15,QinN_2014,LV-23,metaSPAdes,4521000,18472,416,96.17393163,2.027510515,0.0361426,10068
QinN_2014__LV-23__bin.17,QinN_2014,LV-23,metaSPAdes,2413622,9595,337,95.46979866,0.950782998,0.1577881,5075
QinN_2014__LV-23__bin.18,QinN_2014,LV-23,metaSPAdes,2080217,4771,504,73.71281846,1.700680272,0.1890886,9226
QinN_2014__LV-23__bin.19,QinN_2014,LV-23,metaSPAdes,1998648,13165,228,93.13568376,3.787393162,0.4291719,2318
QinN_2014__LV-23__bin.2,QinN_2014,LV-23,metaSPAdes,4526522,43363,146,95.63691211,0.576923077,0.2230726,1934
QinN_2014__LV-23__bin.20,QinN_2014,LV-23,metaSPAdes,2621975,92524,57,56.76691729,0.200501253,0.0622476,1814
QinN_2014__LV-23__bin.23,QinN_2014,LV-23,metaSPAdes,1306743,3630,408,73.46590909,2.237136465,0.486602,15260
QinN_2014__LV-23__bin.3,QinN_2014,LV-23,metaSPAdes,4165594,110247,65,96.67492772,0.495662949,0.2151509,1836
QinN_2014__LV-24__bin.13,QinN_2014,LV-24,metaSPAdes,2102541,145287,23,57.79016935,0,0.2581026,1855
QinN_2014__LV-24__bin.14,QinN_2014,LV-24,metaSPAdes,2375386,15909,206,94.34284116,0,0.2070751,5082
QinN_2014__LV-24__bin.16,QinN_2014,LV-24,metaSPAdes,1362666,5674,294,76.76492272,0.223713647,0.3752271,4348
QinN_2014__LV-24__bin.17,QinN_2014,LV-24,metaSPAdes,1598988,150374,18,69.12751678,1.006711409,0.0523064,4285
QinN_2014__LV-24__bin.18,QinN_2014,LV-24,metaSPAdes,3294624,42792,130,87.60429575,1.905204461,0.4078529,1830
QinN_2014__LV-24__bin.19,QinN_2014,LV-24,metaSPAdes,2461729,49911,84,97.07949056,0,0.2536263,4933
QinN_2014__LV-24__bin.2,QinN_2014,LV-24,metaSPAdes,1539739,3640,449,56.33961257,1.140939597,0.8325496,5089
QinN_2014__LV-24__bin.22,QinN_2014,LV-24,metaSPAdes,2247795,22687,161,98.125,0.75,0.0589837,9281
QinN_2014__LV-24__bin.25,QinN_2014,LV-24,metaSPAdes,3669396,17883,313,87.78397356,4.089219331,0.8510024,1812
QinN_2014__LV-24__bin.28,QinN_2014,LV-24,metaSPAdes,4242776,16433,390,95.50928004,3.095307883,0.3783359,10068
QinN_2014__LV-24__bin.5,QinN_2014,LV-24,metaSPAdes,2369747,128234,26,58.53146853,0,0.125442,1934
QinN_2014__LV-25__bin.11,QinN_2014,LV-25,metaSPAdes,2585124,66101,69,98.65771812,0,0.0716345,5075
QinN_2014__LV-25__bin.5,QinN_2014,LV-25,metaSPAdes,2215037,87104,38,62.06896552,0,0.0538511,1626
QinN_2014__LV-25__bin.6,QinN_2014,LV-25,metaSPAdes,4081379,74434,155,96.3681592,0.373134328,0.2325168,1903
QinN_2014__LV-25__bin.7,QinN_2014,LV-25,metaSPAdes,4015861,27437,257,95.94250778,0.751879699,0.1844801,1814
QinN_2014__LV-3__bin.10,QinN_2014,LV-3,metaSPAdes,1606005,5080,379,83.38541667,0.625,0.0303329,9273
QinN_2014__LV-3__bin.5,QinN_2014,LV-3,metaSPAdes,2192005,13363,271,93.32534529,1.376004947,0.8587145,15332
QinN_2014__LV-3__bin.8,QinN_2014,LV-3,metaSPAdes,1842306,7706,316,95.26709402,1.442307692,0.2930086,2318
QinN_2014__LV-3__bin.9,QinN_2014,LV-3,metaSPAdes,1914630,5521,440,89.48545861,0.805369128,0.5099318,15054
QinN_2014__LV-4__bin.1,QinN_2014,LV-4,metaSPAdes,1241647,3397,393,65.86549217,1.677852349,0.2304578,4285
QinN_2014__LV-4__bin.15,QinN_2014,LV-4,metaSPAdes,5106996,153935,62,99.70238095,0.682043651,0.0237454,10115
QinN_2014__LV-4__bin.16,QinN_2014,LV-4,metaSPAdes,2585014,58838,66,98.65771812,0.67114094,0.1472104,5082
QinN_2014__LV-4__bin.4,QinN_2014,LV-4,metaSPAdes,2183778,70953,48,60.34482759,0,0.0322973,1626
QinN_2014__LV-4__bin.8,QinN_2014,LV-4,metaSPAdes,3439800,97157,60,99.51690821,1.449275362,0.0598618,4910
QinN_2014__LV-4__bin.9,QinN_2014,LV-4,metaSPAdes,2807189,7503,519,87.75646847,2.436647173,0.4876724,4564
QinN_2014__LV-5__bin.11,QinN_2014,LV-5,metaSPAdes,2336798,105299,41,61.82432432,0,0.068728,1654
QinN_2014__LV-5__bin.13,QinN_2014,LV-5,metaSPAdes,6253613,107406,116,96.31877023,2.141316073,0.5131475,1872
QinN_2014__LV-5__bin.14,QinN_2014,LV-5,metaSPAdes,3473627,31849,182,78.62068966,0,0.6284084,1891
QinN_2014__LV-5__bin.4,QinN_2014,LV-5,metaSPAdes,2420722,19384,198,91.38702461,0.167785235,0.2743564,5075
QinN_2014__LV-5__bin.5,QinN_2014,LV-5,metaSPAdes,4443361,8645,708,89.86220625,2.013416478,0.3710879,10115
QinN_2014__LV-5__bin.6,QinN_2014,LV-5,metaSPAdes,3976475,134556,47,97.80256093,0.123915737,0.2560274,1836
QinN_2014__LV-5__bin.9,QinN_2014,LV-5,metaSPAdes,1584058,4358,410,68.84083179,0.837585034,0.6076297,15316
QinN_2014__LV-6__bin.11,QinN_2014,LV-6,metaSPAdes,2728696,223021,19,50,0,0.0681985,1855
QinN_2014__LV-6__bin.12,QinN_2014,LV-6,metaSPAdes,2004211,7567,367,89.39593537,3.656195462,0.2349738,7082
QinN_2014__LV-6__bin.13,QinN_2014,LV-6,metaSPAdes,2181179,97080,49,91.30434783,1.123595506,0.0885452,6031
QinN_2014__LV-6__bin.14,QinN_2014,LV-6,metaSPAdes,3285266,5683,701,82.08069382,2.051282051,1.0764511,1949
QinN_2014__LV-6__bin.16,QinN_2014,LV-6,metaSPAdes,1359217,3241,444,61.36363636,0,0.9567487,8015
QinN_2014__LV-6__bin.17,QinN_2014,LV-6,metaSPAdes,3738643,11774,502,93.59704641,2.109704641,0.2609382,4588
QinN_2014__LV-6__bin.19,QinN_2014,LV-6,metaSPAdes,1917958,18419,160,97.67045455,1.098484848,0.1531935,9712
QinN_2014__LV-6__bin.2,QinN_2014,LV-6,metaSPAdes,2584573,3643,761,67.88707839,1.842639834,0.1929053,10068
QinN_2014__LV-6__bin.20,QinN_2014,LV-6,metaSPAdes,4350295,81090,69,92.91666667,0.128205128,0.1068763,1934
QinN_2014__LV-6__bin.4,QinN_2014,LV-6,metaSPAdes,2104503,8414,346,90.22599961,4.041916168,0.1198415,5792
QinN_2014__LV-6__bin.6,QinN_2014,LV-6,metaSPAdes,4192165,5890,874,83.64496458,0.69052103,0.2232788,4760
QinN_2014__LV-6__bin.8,QinN_2014,LV-6,metaSPAdes,4451392,227202,41,72.92093871,3.383458647,0.1007534,1854
QinN_2014__LV-7__bin.13,QinN_2014,LV-7,metaSPAdes,3989763,12095,455,93.13177019,0.762820513,0.4338451,1934
QinN_2014__LV-7__bin.14,QinN_2014,LV-7,metaSPAdes,2993471,167145,28,100,0,0.0497144,2301
QinN_2014__LV-7__bin.16,QinN_2014,LV-7,metaSPAdes,1720451,8918,258,95.47904192,1.796407186,0.4558405,6939
QinN_2014__LV-7__bin.19,QinN_2014,LV-7,metaSPAdes,1970262,12198,225,94.2393736,1.006711409,0.2097649,5190
QinN_2014__LV-7__bin.2,QinN_2014,LV-7,metaSPAdes,3908914,6692,728,90.32145104,1.368403422,0.0509014,10130
QinN_2014__LV-7__bin.20,QinN_2014,LV-7,metaSPAdes,1468890,3581,456,67.68370201,0.389863548,0.6524453,4608
QinN_2014__LV-7__bin.21,QinN_2014,LV-7,metaSPAdes,3773590,34247,165,97.84946237,0.537634409,0.095898,1790
QinN_2014__LV-7__bin.22,QinN_2014,LV-7,metaSPAdes,2223447,13806,224,72.32142857,1.785714286,1.1404355,15318
QinN_2014__LV-7__bin.25,QinN_2014,LV-7,metaSPAdes,3953893,17686,363,98.73835404,4.798711755,0.2309284,4940
QinN_2014__LV-7__bin.28,QinN_2014,LV-7,metaSPAdes,1761902,63821,35,50,0,0.0833434,1626
QinN_2014__LV-7__bin.29,QinN_2014,LV-7,metaSPAdes,2253032,33655,116,94.63087248,0.782997763,0.3043485,15254
QinN_2014__LV-7__bin.3,QinN_2014,LV-7,metaSPAdes,4497389,4449,1171,80.44003391,2.09039548,0.5167012,4758
QinN_2014__LV-7__bin.31,QinN_2014,LV-7,metaSPAdes,2083064,7528,350,85.60889507,0.148809524,1.3751697,15300
QinN_2014__LV-7__bin.6,QinN_2014,LV-7,metaSPAdes,3643839,22464,232,91.85873606,0.557620818,0.5651447,1836
QinN_2014__LV-7__bin.8,QinN_2014,LV-7,metaSPAdes,2055992,39849,67,98.78205128,1.923076923,1.1279211,2318
QinN_2014__LV-7__bin.9,QinN_2014,LV-7,metaSPAdes,1309657,3415,412,58.41328554,0.67114094,1.5068036,15054
QinN_2014__LV-8__bin.1,QinN_2014,LV-8,metaSPAdes,1912754,245385,13,52.63157895,0,0.0548642,5075
QinN_2014__LV-8__bin.10,QinN_2014,LV-8,metaSPAdes,4215277,29960,234,96.6374269,1.127819549,0.2023826,1814
QinN_2014__LV-8__bin.12,QinN_2014,LV-8,metaSPAdes,1617043,7479,281,92.70412796,0.468164794,0.1619077,8022
QinN_2014__LV-8__bin.14,QinN_2014,LV-8,metaSPAdes,3718567,13435,429,85.30576285,4.004975124,0.5178996,1903
QinN_2014__LV-8__bin.15,QinN_2014,LV-8,metaSPAdes,2302058,73691,64,95.74829932,0,0.186902,15316
QinN_2014__LV-8__bin.16,QinN_2014,LV-8,metaSPAdes,3195868,69564,70,99.77628635,0,0.2109666,5062
QinN_2014__LV-8__bin.17,QinN_2014,LV-8,metaSPAdes,2488519,45888,91,78.07017544,0,0.7903668,5082
QinN_2014__LV-8__bin.19,QinN_2014,LV-8,metaSPAdes,2639060,3793,763,52.22570533,0,0.1972147,10068
QinN_2014__LV-8__bin.20,QinN_2014,LV-8,metaSPAdes,2640122,15131,261,95.67251462,2.144249513,0.4736722,4564
QinN_2014__LV-8__bin.21,QinN_2014,LV-8,metaSPAdes,1897967,71956,41,53.10810811,0,0.0422549,1626
QinN_2014__LV-8__bin.7,QinN_2014,LV-8,metaSPAdes,2712561,107555,54,99.51690821,0.015096618,0.2169876,4933
QinN_2014__LV-8__bin.8,QinN_2014,LV-8,metaSPAdes,1842336,17970,160,97.19065657,1.715909091,0.3524379,9701
QinN_2014__LV-8__bin.9,QinN_2014,LV-8,metaSPAdes,2200429,6815,426,87.64044944,1.685393258,0.1140129,6031
QinN_2014__LV-9__bin.1,QinN_2014,LV-9,metaSPAdes,3754995,34508,197,78.44827586,0,0.0944364,1891
QinN_2014__LV-9__bin.10,QinN_2014,LV-9,metaSPAdes,2447757,29268,136,94.51202461,0,0.0650034,5082
QinN_2014__LV-9__bin.2,QinN_2014,LV-9,metaSPAdes,3713676,88831,72,70.68965517,0,0.0323071,1814
QinN_2014__LV-9__bin.6,QinN_2014,LV-9,metaSPAdes,4068213,44293,165,69.31034483,3.448275862,0.2301259,1836
QinN_2014__LV-9__bin.9,QinN_2014,LV-9,metaSPAdes,4834715,37180,263,98.81365741,1.009424603,0.0145025,10115
RampelliS_2015__H1__bin.10,RampelliS_2015,H1,metaSPAdes,1976194,47077,86,95.29411765,0.294117647,0.2518245,3677
